MANDT,QMNUM,FENUM,COUNTER,QMART,PROZESSTYP,WERKS,OTGRP,AKZ,SKZ,ARCHIVFLAG,ORDERSTATECOMPL,ORDERDATE,UHRZEITORDER,DATECLOSED,KUNDEWUNSCHTERM,DOCKDATE,NO_DOCKING,RECEIVEDATE,REPDAUER,KALTAGE,AUFTRAGSENDESOLL,INITCOMMITDATE,FANUMBER,FADATE,FASTART,FAEND,RSENDE,WEBAZ,EINLAGERDATE,TAT,OVERDUE,AUSSONDERUNG,LABELPRINT,DELNOTENUMBER,DELNOTEPOSNR,SHIPTO,SHIPTO_NAME1,SHIPTO_NAME2,SHIPTO_NAME3,SHIPTO_STREET,SHIPTO_HOUSE_NUM,SHIPTO_POST_CODE,SHIPTO_CITY1,SHIPTO_SORT1,DELNOTEPRINT,READYTOSHIP,DELIVERDATE,QMEL_USR11,SLABEZ,VBELN,POSNR,VSBED,CUSTOMERGROUP,CUSTOMERGROUPWE,KUNDENNUMMER,RETOURE,PRCTR,PURCHASEORDER,PURCHASEORDER_I,PURCHASEORDER2,PURCHASEORDER2_I,PURCHASE_BNAME,QMFE_USR02,QMFE_USR03,VENDORNUMMER,VENDOR,PURCHASENUMBER,EBELP,ZYRMANO,VENDORDATE,VENDORRUECK,CTDISAPMATNUMMER,PARTNUMBERALC,PARTDESCR,TECHCODE,SYSTEMDESCR,KUNDETECHCODE,PRODATT8,PRODATT7,PS_PSP_PNR,NORMT,YIMP_HKZ3,HERSTELLER,EQUIPMENTNUMMER,SERIALMELD,SERIALREC,SERIALDELIVER,PARTNUMBEROUT,LIEFERLAGER,LIEFERWERK,VENDORPREIS,HSWAE,PRICE,WAERK,FAKTURAPREIS,WAERS,MATPREIS,MWAERS,MATRPEISSTAND,MSWAERS,LASTUPDATE,RECHNUMMER,FKSTK,RECHDATUM,AWB,SHIPPER,SHIPDATE,TRACKDATE,BREAKSTART,BREAKEND,BREAKDURATION,MNCODUNTERBR,MATXT,WBSTA,FCODE,FCODETEXT,FLAGE,FLAGETXT,FART,FARTTEXT,ERRORTEXT,FEHLER1,MATNR_OUT,PARTNUMBERIN,OBJNR,YLIEFVEND,YLIEFVENDPOS,YLIEFVENDVDAT,KOMPPREIS,KPWAERS,VKORG,VTWEG,SPART,ABGRU,BMENG,WKTNR,WKTPS,RESSORT,SERNRREC,SERNRLIF,RETOURE_POSNR,SERNRAUFNR,NLPTI,EXTKOSTLE,KDSACHBE,TRACKNVEND,TRACKDATEVEND,TKNUM,EXTI1,QMFE_USR08,MATNR_IN,ZX_DOCKDATE,ZX_LABELPRINT,ZX_DELIVERDATE,ROUTE,ZX_REMARKSRS,ZX_REMARKSVM,CCM_MATNO_01,CCM_MATNO_02,CCM_MATNO_03,CCM_VENDOR,CCM_VENDOR_ADR,CCM_VENDOR_INFO1,CCM_VENDOR_INFO2,CCM_ZINFO1,CCM_ZINFO2,CCM_ZINFO3,TANUM,EINLAGZT,DATUM_Q_FREI,UZEIT_Q_FREI,BSTNK,MELDPOS,LIKP_ERDAT,SERNP,TRACKTIME,AKZ_WE,CLOSED_EXCEPTION,KOSTV,PRCTR_UMSATZ,FAST_GOOD_PARTS,WORKSHOP_RATE,YMDS,GBSTK,FETXT,DATE_MOVED_ARCHIVTABLE
100,000313760213,2,1,Z1,,,,,,,O,,,,,,,,0,,,,,,,,,0,,0,0,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,,0,,0,,18-09-2026,,,,,,,,,,0,,,,,,,,,,,,,,QM000313760213,,0,,0,,,,,,0,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0003137602130002,,,,,,,,,0,,,,
100,000313859202,2,1,Z1,,,,,,,O,,,,,,,,0,,,,,,,,,0,,0,0,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,,0,,0,,18-09-2026,,,,,,,,,,0,,,,,,,,,,,,,,QM000313859202,,0,,0,,,,,,0,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1004263788,0003138592020002,,,,,,,,,0,,,der Kunden!!!,
100,000313936425,2,1,Z1,,,,,,,O,,,,,,,,0,,,,,,,,,0,,0,0,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,,0,,0,,18-09-2026,,,,,,,,,,0,,,,,,,,,,,,,,QM000313936425,,0,,0,,,,,,0,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1004290913,0003139364250002,,,,,,,,,0,,,tuell auch ein Temperaturproblem möglich,
100,000313955215,2,1,Z1,,,,,,,O,,,,,,,,0,,,,,,,,,0,,0,0,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,,0,,0,,18-09-2026,,,,,,,,,,0,,,,,,,,,,,,,,QM000313955215,,0,,0,,,,,,0,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1004297520,0003139552150002,,,,,,,,,0,,,,
100,000314075519,2,1,Z1,,,,,,,O,,,,,,,,0,,,,,,,,,0,,0,0,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,,0,,0,,18-09-2026,,,,,,,,,,0,,,,,,,,,,,,,,QM000314075519,,0,,0,,,,,,0,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1004340689,0003140755190002,,,,,,,,,0,,,,
100,000314208444,2,1,Z1,,,,,,,O,,,,,,,,0,,,,,,,,,0,,0,0,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,,0,,0,,18-09-2026,,,,,,,,,,0,,,,,,,,,,,,,,QM000314208444,,0,,0,,,,,,0,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1004389014,0003142084440002,,,,,,,,,0,,,,
100,000314366518,4,1,Z1,,,,,,,O,,,,,,,,0,,,,,,,,,0,,0,0,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,,0,,0,,18-09-2026,,,,,,,,,,0,,,,,,,,,,,,,,QM000314366518,,0,,0,,,,,,0,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0003143665180004,,,,,,,,,0,,,FAILURE-GB,
100,000314380099,3,1,Z1,,,,,,,O,,,,,,,,0,,,,,,,,,0,,0,0,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,,0,,0,,18-09-2026,,,,,,,,,,0,,,,,,,,,,,,,,QM000314380099,,0,,0,,,,,,0,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0003143800990003,,,,,,,,,0,,,FAILURE-GB,
100,000310764330,1,1,Z1,T,1110,ZRL4L,WK,IV,,C,14-05-2018,15:20:39,23-08-2018,,17-05-2018,X,17-05-2018,40,,13-07-2018,17-05-2018,000004537874,17-05-2018,,17-08-2018,20-08-2018,2,23-08-2018,69,29,,23-08-2018,0801123984,10,0000229544,Kapsch CarrierCom Kft.,László Fazekas,,Bocskai út 77-79,,1113,Budapest,KCC MAV HU,,17-05-2018,17-05-2018,,,0500838350,1000,01,0KQ,0KQ,0000120673,0850543691,0000011402,MAV Allamvasutak ZRt.,,2010-3110861,,,KCCA10000174,,0000418847,MOBI Antenna Technologies (SHENZHEN,4610106633,10,20180030612,18-05-2018,16-08-2018,000000003900092202,KCQR01AA,BTS-R ER-GSM Remote Radio Head (RRH),TCNN,,,,,118,,,0001350158,000000020002281409,KCCA10000174,KCCA10000174,KCCA10005240,KCQR01AA,SWAP,1110,0.01,EUR,28.58,EUR,22.89,EUR,0,,0,,18-09-2026,0910174908,,31-03-2019,#505126362027,"Federal Express Europe, Inc.",,22-05-2018,,,0,,,C,,,,,,,,,000000003900092202,KCQR01AA,QM000310764330,0801153254,10,30-07-2018,0,,1100,01,01,,1,0040000574,10270,,000000020002281409,000000020001509216,10,000000020002473581,,,229544,#505126363387,,0000694497,801123984,,000000003900092202,,,,FEDIP0,,,,,,422725,422725,EXCCEL FILE TO: REPAIR@TEKTELI,AND: KRISTINA_KRECHKO@JABIL.CO,KCO,,,0,,,,,0003107643300001,12-06-2018,ZSNR,14:35:00,WK,,0000011402,0000011402,,5.26,,B,"RX diversity, PSU failure",
100,000312883680,1,1,Z1,T,1110,ZRL4L,WK,IS,X,C,20-10-2022,17:07:16,08-02-2023,,25-10-2022,,26-10-2022,40,,20-12-2022,26-10-2022,000005381215,26-10-2022,,08-02-2023,16-12-2022,2,08-02-2023,74,34,,08-02-2023,0803664132,10,0000229595,ÖBB-Infrastruktur AG,Erich Watzke,,Laxenburgerstr. 2 Stiege 2 2.Stock,,1100,Wien,GSM-R (ÖBB),,,26-10-2022,,,0503386845,1000,01,0KQ,0KQ,0000120673,0851457183,0000011402,Erich Watzke,,ÖBB,,,KTST02001140,,0000412284,"SMART Embedded Computing, Inc.",4610203928,10,3468284,27-10-2022,07-02-2023,000000003900089489,KCRY80BA,KAIROS System Controller / (Intel) x86 A,TCNN,,,,,118,,,HZZ01,000000020008158888,KTST02001140,KTST02001140,EFD79C9,KCRY80BA,SWAP,1110,0.01,USD,1611.1,EUR,1633.99,EUR,0,,0,,02-03-2023,0910354292,C,28-02-2023,279595377160,"Federal Express Europe, Inc.",,,,,0,,,C,,,,,,,#VR4#,,000000003900089489,KCRY80BA,QM000312883680,0803683038,10,09-11-2022,0,,1100,01,01,,1,0040000574,10150,,000000020008158888,000000020007354433,10,000000020008708611,,,229595,390403119898,,0002776164,0803664132,,000000003900089489,,,,FEDECO,,,,,,412284,412284,RMASUPPORT@SMARTEMBEDDED.COM,HTTPS://WWW.SMARTEMBEDDED.COM/,KCO,,,0,,,,,0003128836800001,08-11-2022,ZSNR,,WK,,0000011402,0000011402,,0.01,MDS0002038050,B,Die Karte wurde Reseted - zeigt wieder F,
100,000313105251,1,1,Z1,T,1110,ZRL4L,WK,IV,X,C,14-04-2023,13:37:08,19-06-2023,,20-04-2023,,21-04-2023,40,,20-06-2023,21-04-2023,000005459748,21-04-2023,24-04-2023,19-06-2023,16-06-2023,2,19-06-2023,39,0,,19-06-2023,0803929044,10,0000229508,SNCF LA PLAINE SAINT DENIS,Alexis ON,,6 Avenue Francois Mitterrand,,93574,LA PLAINE SAINT DENIS,SNCF LA PL,,,21-04-2023,,,0503686680,1000,01,0KQ,0KQ,0000120673,0851544712,0000011402,SNCF DTU INFRA,,IN-0007778,,,KCCA080000W5,,0000412284,"SMART Embedded Computing, Inc.",4610212801,10,3510904,24-04-2023,16-06-2023,000000003900089490,KCRY81AA,KAIROS System Controller - Rear Transiti,TCNN,,,,,118,,,HZZ01,000000020009144782,KCCA080000W5,KCCA080000W5,KTST02000860,KCRY81AA,SWAP,1110,560,USD,603.73,EUR,626.62,EUR,0,,0,,02-08-2023,0910359545,C,31-07-2023,397309577126,"Federal Express Europe, Inc.",,24-04-2023,,,0,,,C,,,,,,,Firmeninstandsetzung Retoure;Teile getauscht / keine Angabe,,000000003900089490,KCRY81AA,QM000313105251,0803934664,10,27-04-2023,0,,1100,01,01,,1,0040000574,10140,,000000020009144782,000000020006432092,10,000000020009144782,,,229508,397553678470,28-04-2023,0002987558,0803929044,,000000003900089490,,,,FEDECO,,,,,,412284,412284,RMASUPPORT@SMARTEMBEDDED.COM,HTTPS://WWW.SMARTEMBEDDED.COM/,KCO,,,0,,,,,0003131052510001,26-04-2023,ZSNR,11:50:00,WK,,0000011402,0000011402,,0,MDS0002214263,B,Disk Defect,
100,000313106443,1,1,Z1,T,1110,ZRL4L,A,AS,X,C,17-04-2023,08:27:22,29-08-2023,,28-08-2023,,29-08-2023,25,,29-09-2023,29-08-2023,000005516761,29-08-2023,,29-08-2023,27-09-2023,2,29-08-2023,2,0,29-08-2023,29-08-2023,0804123513,10,0000249043,Vista Information Systems Pvt Ltd,Vista Information Systems Private L,"S-17, Okhla Phase-2","S-17, Okhla Phase-2",,110020,New Delhi,KAPSCH,,29-08-2023,08-09-2023,,,0503687916,1000,01,0KQ,0KQ,0000120673,0851607308,0000011402,Vista Information Systems Pvt.,,C230469,,,K538756,,,,,0,,,,000000003900092028,NTRY58AB,IXP-2850 Based NPU Blade(RoHS),TCNN,HLR (ATCA)|MSC SERVER 10K (ATC,,,,118,,,0001350158,000000020009987885,K538756,K538756,NNTMHR00018V,NTRY58AB,SWAP,1110,0,,0,EUR,149.41,EUR,0,,0,,03-10-2023,0910361841,C,30-09-2023,783493650016,"Federal Express Europe, Inc.",,13-09-2023,,,0,,,C,DTAGC-EN,Error Code DTAGC-EN (alles englisch),98,98-Assembly,20,20-other,Unit scrapped on Kontron's instructions;It is no additional permission or confirmation from the customer required;Unit will be scrap,,000000003900092028,NTRY58AB,QM000313106443,,0,,0,,1100,01,01,,1,0040000574,10500,,000000020009987885,000000020005430416,10,000000020009987885,,,249043,,,0003159038,0804123513,,000000003900092028,,,,FEDECO,,,,,,419232,419232,RMA FORMULAR PER EMAIL,HWS.SPRS.MELA.FO@ERICSSON.COM,ERICSSON US,,,0,,,,,0003131064430001,,ZSNR,11:53:00,I,,0000011402,0000011402,,29.05,MDS0002335457,B,Association were not coming up due to pa,
100,000313211866,1,1,Z1,T,1110,ZRL4L,WK,IS,X,C,11-07-2023,17:30:59,15-08-2023,,14-07-2023,,17-07-2023,40,,07-09-2023,17-07-2023,000005496416,17-07-2023,,15-08-2023,05-09-2023,2,15-08-2023,23,0,,15-08-2023,0804057953,10,0000229535,Kontron Transportation,Kontron Lab,,1 Rue Jean-Pierre Timbaud,,78180,Montigny-le-Bretonneux,KCC LAB VI,,17-07-2023,17-07-2023,,,0503829773,1000,01,0KQ,0KQ,0000120673,0851584911,0000011402,Daniel Bouilly,,MTY Lab KLAB7300 MSC4,,,KCCA0800000T,,0000412284,"SMART Embedded Computing, Inc.",4610217670,10,3543852,17-07-2023,15-08-2023,000000003900089482,KCRY78AA,KAIROS Upper Fan Tray Module,TCNN,,,,,118,,,HZZ01,000000020009747393,KCCA0800000T,KCCA0800000T,JA1U5V,KCRY78AA,SWAP,1110,565,USD,603.73,EUR,626.62,EUR,0,,0,,03-10-2023,0910361843,C,30-09-2023,781222546502,"Federal Express Europe, Inc.",,19-07-2023,,,0,,,C,,,,,,,Firmeninstandsetzung Retoure,,000000003900089482,KCRY78AA,QM000313211866,0804067141,10,21-07-2023,0,,1100,01,01,,1,0040000574,10080,,000000020009747393,000000020008113545,10,000000020009747393,,,229535,781442419867,31-07-2023,0003093846,0804057953,,000000003900089482,,,,FEDECO,,,,,,412284,412284,RMASUPPORT@SMARTEMBEDDED.COM,HTTPS://WWW.SMARTEMBEDDED.COM/,KCO,,,0,,,,,0003132118660001,21-07-2023,ZSNR,08:35:00,WK,,0000011402,0000011402,,0,MDS0002296143,B,All LED OFF,
100,000313454999,1,1,Z1,T,1110,ZRL4L,I,AO,X,C,23-01-2024,12:24:11,08-02-2024,,26-01-2024,,29-01-2024,40,,21-03-2024,29-01-2024,000005582492,29-01-2024,,30-01-2024,19-03-2024,2,08-02-2024,10,0,,08-02-2024,0804340271,10,0000229517,CIRCET MCO_STR59,CIRCET MCO_STR59,,7 Rue des Marlières,,59710,AVELIN,CIRCET,,,29-01-2024,,,0504155160,1000,01,0KQ,0KQ,0000120673,0851679486,0000011402,CIRCET_STR59,,SYN-IN-T231113-5645-01,,,KTST01104545,,,,,0,,,,000000003900092205,KCQR05AA,BTS-R DM Fan Tray Assembly,TCNN,USP,,,,118,,,0001350158,000000020010972623,KTST01104545,KTST01104545,KCCA10004472,KCQR05AA,SWAP,1110,0,,0,EUR,22.89,EUR,0,,0,,02-03-2024,0910366691,C,29-02-2024,270315216317,"Federal Express Europe, Inc.",,02-02-2024,,,0,,,C,DTAGC-EN,Error Code DTAGC-EN (alles englisch),98,98-Assembly,75,75-repair replacement,CTDI: BAUGRUPPE AUF KUNDENWUNSCH ÜBER SWAP-BESTAND GETAUSCHT,,000000003900092205,KCQR05AA,QM000313454999,,0,,0,,1100,01,01,,1,0040000574,10310,,000000020010972623,000000020001575850,10,000000020001575804,,,229517,,,0003319089,0804340271,,000000003900092205,,,,FEDECO,,,,,,418847,416334,RMA FORMULAR PER EMAIL,HUYUNTING@MOBI-ANTENNA.COM,IQOR,,,0,,,,,0003134549990001,,ZSNR,12:29:00,I,,0000011402,0000011591,,14.52,MDS0002477641,B,HS,
100,000313455005,1,1,Z1,T,1110,ZRL4L,I,AT,X,C,23-01-2024,12:26:21,09-04-2024,,29-02-2024,X,29-02-2024,40,,26-04-2024,29-02-2024,000005596752,29-02-2024,,03-04-2024,24-04-2024,2,09-04-2024,27,0,,09-04-2024,0804390628,10,0000229517,CIRCET MCO_STR59,CIRCET MCO_STR59,,7 Rue des Marlières,,59710,AVELIN,CIRCET,,,01-03-2024,,,0504155166,1000,01,0KQ,0KQ,0000120673,0851695591,0000011402,CIRCET_STR59,,SYN-IN-T231209-7400-01,,,KTST01103487,,,,,0,,,,000000003900092205,KCQR05AA,BTS-R DM Fan Tray Assembly,TCNN,USP,,,,118,,,0001350158,000000020011258830,KTST01103487,KTST01103487,KCCA10004582,KCQR05AA,SWAP,1110,0,,55,EUR,77.89,EUR,0,,0,,03-05-2024,0910368565,C,30-04-2024,271606929132,"Federal Express Europe, Inc.",,06-03-2024,,,0,,,C,DTAGC-EN,Error Code DTAGC-EN (alles englisch),98,98-Assembly,20,20-other,C: HS;CTDI: Baugruppe auf Kundenwunsch mit SWAP-Bestand getauscht,,000000003900092205,KCQR05AA,QM000313455005,,0,,0,,1100,01,01,,1,0040000574,10310,,000000020011258830,000000020001575799,10,000000020001575806,,,229517,,,0003358082,0804390628,,000000003900092205,,,,FEDECO,,,,,,418847,416334,RMA FORMULAR PER EMAIL,HUYUNTING@MOBI-ANTENNA.COM,IQOR,,,0,,,,,0003134550050001,,ZSNR,09:16:00,I,,0000011402,0000011591,,19.34,MDS0002510006,B,HS,
